"Question","Breakdown1","Breakdown1Code","Breakdown2","Breakdown2Code","value"
"Percentage of OAP days with cost recorded","ReceivingProvider","RLY","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RMC","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RMY","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RNK","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RNN","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RNU","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RP1","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RP7","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RPG","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RQY","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RR7","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RRD","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RRE","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RRP","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RT1","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RT2","","","1"
"Percentage of OAP days with cost recorded","ReceivingProvider","RT5","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RTF","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RTQ","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RTV","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RV3","","","1"
"Percentage of OAP days with cost recorded","ReceivingProvider","RV5","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RV9","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RVN","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RW1","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RW3","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RW4","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RW5","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RWK","","","1"
"Percentage of OAP days with cost recorded","ReceivingProvider","RWN","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RWR","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RWV","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RWX","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RX2","","","1"
"Percentage of OAP days with cost recorded","ReceivingProvider","RX3","","","1"
"Percentage of OAP days with cost recorded","ReceivingProvider","RX4","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXA","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXE","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXG","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXL","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXM","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXT","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXV","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXX","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RXY","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RY6","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RY8","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RYG","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RYK","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","RYW","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","TAD","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","TAE","","","0.96"
"Percentage of OAP days with cost recorded","ReceivingProvider","TAF","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","TAH","","","*"
"Percentage of OAP days with cost recorded","ReceivingProvider","TAJ","","","*"
"Percentage of OAP days with cost recorded","Region","England","","","0.841724"
"Percentage of OAP days with cost recorded","Region","999","","","0.6"
"Percentage of OAP days with cost recorded","Region","999","BedType","0","*"
"Percentage of OAP days with cost recorded","Region","999","BedType","10","0.61"
"Percentage of OAP days with cost recorded","Region","999","BedType","11","*"
"Percentage of OAP days with cost recorded","Region","999","BedType","12","0.73"
"Percentage of OAP days with cost recorded","region","999","Gender","0","*"
"Percentage of OAP days with cost recorded","region","999","Gender","1","0.51"
"Percentage of OAP days with cost recorded","region","999","Gender","2","0.73"
"Percentage of OAP days with cost recorded","region","999","Gender","9","*"
"Percentage of OAP days with cost recorded","region","999","Gender","X","*"
"Percentage of OAP days with cost recorded","Region","999","MhaStatus","0","*"
"Percentage of OAP days with cost recorded","Region","999","MhaStatus","1","0.45"
"Percentage of OAP days with cost recorded","Region","999","MhaStatus","2","0.75"
"Percentage of OAP days with cost recorded","Region","999","OutOfAreaReason","0","*"
"Percentage of OAP days with cost recorded","Region","999","OutOfAreaReason","10","0.6"
"Percentage of OAP days with cost recorded","Region","999","OutOfAreaReason","11","*"
"Percentage of OAP days with cost recorded","Region","999","OutOfAreaReason","12","*"
"Percentage of OAP days with cost recorded","Region","999","OutOfAreaReason","13","*"
"Percentage of OAP days with cost recorded","Region","999","OutOfAreaReason","14","*"
"Percentage of OAP days with cost recorded","Region","999","OutOfAreaReason","15","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","0","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","01","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","02","0.76"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","03","0.58"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","04","0.75"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","05","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","06","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","07","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","08","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","09","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","10","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","11","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","12","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","13","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","14","0.98"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","15","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","16","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","17","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","18","0.36"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","19","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","20","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","21","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","22","*"
"Percentage of OAP days with cost recorded","Region","999","PrimaryDiagnosis","23","*"
"Percentage of OAP days with cost recorded","Region","Y54","","","0.87"
"Percentage of OAP days with cost recorded","Region","Y54","BedType","0","*"
"Percentage of OAP days with cost recorded","Region","Y54","BedType","10","0.88"
"Percentage of OAP days with cost recorded","Region","Y54","BedType","11","0.99"
"Percentage of OAP days with cost recorded","Region","Y54","BedType","12","0.72"
"Percentage of OAP days with cost recorded","region","Y54","Gender","0","*"
"Percentage of OAP days with cost recorded","region","Y54","Gender","1","0.87"
"Percentage of OAP days with cost recorded","region","Y54","Gender","2","0.87"
"Percentage of OAP days with cost recorded","region","Y54","Gender","9","*"
"Percentage of OAP days with cost recorded","region","Y54","Gender","X","*"
"Percentage of OAP days with cost recorded","Region","Y54","MhaStatus","0","*"
"Percentage of OAP days with cost recorded","Region","Y54","MhaStatus","1","0.86"
"Percentage of OAP days with cost recorded","Region","Y54","MhaStatus","2","0.88"
"Percentage of OAP days with cost recorded","Region","Y54","OutOfAreaReason","0","*"
"Percentage of OAP days with cost recorded","Region","Y54","OutOfAreaReason","10","0.86"
"Percentage of OAP days with cost recorded","Region","Y54","OutOfAreaReason","11","*"
"Percentage of OAP days with cost recorded","Region","Y54","OutOfAreaReason","12","*"
"Percentage of OAP days with cost recorded","Region","Y54","OutOfAreaReason","13","*"
"Percentage of OAP days with cost recorded","Region","Y54","OutOfAreaReason","14","0.97"
"Percentage of OAP days with cost recorded","Region","Y54","OutOfAreaReason","15","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","0","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","01","0.58"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","02","0.81"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","03","0.79"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","04","0.86"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","05","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","06","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","07","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","08","0.92"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","09","0.89"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","10","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","11","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","12","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","13","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","14","0.76"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","15","0.51"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","16","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","17","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","18","0.99"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","19","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","20","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","21","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","22","*"
"Percentage of OAP days with cost recorded","Region","Y54","PrimaryDiagnosis","23","*"
"Percentage of OAP days with cost recorded","Region","Y55","","","0.67"
"Percentage of OAP days with cost recorded","Region","Y55","BedType","0","*"
"Percentage of OAP days with cost recorded","Region","Y55","BedType","10","0.57"
"Percentage of OAP days with cost recorded","Region","Y55","BedType","11","0.99"
"Percentage of OAP days with cost recorded","Region","Y55","BedType","12","1"
"Percentage of OAP days with cost recorded","region","Y55","Gender","0","*"
"Percentage of OAP days with cost recorded","region","Y55","Gender","1","0.77"
"Percentage of OAP days with cost recorded","region","Y55","Gender","2","0.55"
"Percentage of OAP days with cost recorded","region","Y55","Gender","9","*"
"Percentage of OAP days with cost recorded","region","Y55","Gender","X","*"
"Percentage of OAP days with cost recorded","Region","Y55","MhaStatus","0","*"
"Percentage of OAP days with cost recorded","Region","Y55","MhaStatus","1","0.72"
"Percentage of OAP days with cost recorded","Region","Y55","MhaStatus","2","0.6"
"Percentage of OAP days with cost recorded","Region","Y55","OutOfAreaReason","0","*"
"Percentage of OAP days with cost recorded","Region","Y55","OutOfAreaReason","10","0.66"
"Percentage of OAP days with cost recorded","Region","Y55","OutOfAreaReason","11","*"
"Percentage of OAP days with cost recorded","Region","Y55","OutOfAreaReason","12","*"
"Percentage of OAP days with cost recorded","Region","Y55","OutOfAreaReason","13","*"
"Percentage of OAP days with cost recorded","Region","Y55","OutOfAreaReason","14","*"
"Percentage of OAP days with cost recorded","Region","Y55","OutOfAreaReason","15","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","0","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","01","0.72"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","02","0.8"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","03","0.7"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","04","0.36"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","05","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","06","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","07","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","08","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","09","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","10","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","11","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","12","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","13","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","14","0.64"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","15","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","16","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","17","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","18","0.55"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","19","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","20","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","21","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","22","*"
"Percentage of OAP days with cost recorded","Region","Y55","PrimaryDiagnosis","23","*"
"Percentage of OAP days with cost recorded","Region","Y56","","","0.99"
"Percentage of OAP days with cost recorded","Region","Y56","BedType","0","*"
"Percentage of OAP days with cost recorded","Region","Y56","BedType","10","0.98"
"Percentage of OAP days with cost recorded","Region","Y56","BedType","11","*"
"Percentage of OAP days with cost recorded","Region","Y56","BedType","12","1"
"Percentage of OAP days with cost recorded","region","Y56","Gender","0","*"
"Percentage of OAP days with cost recorded","region","Y56","Gender","1","0.97"
"Percentage of OAP days with cost recorded","region","Y56","Gender","2","1"
"Percentage of OAP days with cost recorded","region","Y56","Gender","9","*"
"Percentage of OAP days with cost recorded","region","Y56","Gender","X","*"
"Percentage of OAP days with cost recorded","Region","Y56","MhaStatus","0","*"
"Percentage of OAP days with cost recorded","Region","Y56","MhaStatus","1","1"
"Percentage of OAP days with cost recorded","Region","Y56","MhaStatus","2","0.98"
"Percentage of OAP days with cost recorded","Region","Y56","OutOfAreaReason","0","*"
"Percentage of OAP days with cost recorded","Region","Y56","OutOfAreaReason","10","0.99"
"Percentage of OAP days with cost recorded","Region","Y56","OutOfAreaReason","11","*"
"Percentage of OAP days with cost recorded","Region","Y56","OutOfAreaReason","12","*"
"Percentage of OAP days with cost recorded","Region","Y56","OutOfAreaReason","13","*"
"Percentage of OAP days with cost recorded","Region","Y56","OutOfAreaReason","14","*"
"Percentage of OAP days with cost recorded","Region","Y56","OutOfAreaReason","15","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","0","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","01","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","02","1"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","03","1"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","04","1"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","05","1"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","06","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","07","1"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","08","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","09","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","10","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","11","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","12","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","13","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","14","1"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","15","1"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","16","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","17","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","18","0.71"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","19","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","20","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","21","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","22","*"
"Percentage of OAP days with cost recorded","Region","Y56","PrimaryDiagnosis","23","*"
"Percentage of OAP days with cost recorded","Region","Y57","","","1"
"Percentage of OAP days with cost recorded","Region","Y57","BedType","0","*"
"Percentage of OAP days with cost recorded","Region","Y57","BedType","10","1"
"Percentage of OAP days with cost recorded","Region","Y57","BedType","11","1"
"Percentage of OAP days with cost recorded","Region","Y57","BedType","12","1"
"Percentage of OAP days with cost recorded","region","Y57","Gender","0","*"
"Percentage of OAP days with cost recorded","region","Y57","Gender","1","1"
"Percentage of OAP days with cost recorded","region","Y57","Gender","2","1"
"Percentage of OAP days with cost recorded","region","Y57","Gender","9","*"
"Percentage of OAP days with cost recorded","region","Y57","Gender","X","*"
"Percentage of OAP days with cost recorded","Region","Y57","MhaStatus","0","*"
"Percentage of OAP days with cost recorded","Region","Y57","MhaStatus","1","1"
"Percentage of OAP days with cost recorded","Region","Y57","MhaStatus","2","1"
"Percentage of OAP days with cost recorded","Region","Y57","OutOfAreaReason","0","*"
"Percentage of OAP days with cost recorded","Region","Y57","OutOfAreaReason","10","1"
"Percentage of OAP days with cost recorded","Region","Y57","OutOfAreaReason","11","*"
"Percentage of OAP days with cost recorded","Region","Y57","OutOfAreaReason","12","*"
"Percentage of OAP days with cost recorded","Region","Y57","OutOfAreaReason","13","*"
"Percentage of OAP days with cost recorded","Region","Y57","OutOfAreaReason","14","*"
"Percentage of OAP days with cost recorded","Region","Y57","OutOfAreaReason","15","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","0","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","01","1"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","02","1"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","03","1"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","04","1"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","05","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","06","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","07","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","08","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","09","1"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","10","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","11","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","12","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","13","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","14","1"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","15","1"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","16","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","17","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","18","0.98"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","19","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","20","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","21","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","22","*"
"Percentage of OAP days with cost recorded","Region","Y57","PrimaryDiagnosis","23","*"
"Percentage of OAP days with cost recorded","SendingProvider","England","","","0.841724"
"Percentage of OAP days with cost recorded","SendingProvider","8HR47","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","999","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","AHL","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NFJ","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NHV","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NMJ","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NMQ","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NMV","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NNF","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NQ4","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NQL","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NR0","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NR5","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NTN","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NTT","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NV2","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","NYA","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","R1A","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","R1C","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","R1E","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","R1F","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RA9","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RAL","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RAT","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RDY","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RGD","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RH5","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RHA","","","0.43"
"Percentage of OAP days with cost recorded","SendingProvider","RJ8","","","0.98"
"Percentage of OAP days with cost recorded","SendingProvider","RJX","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RKL","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RLY","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RMC","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RMY","","","0.91"
"Percentage of OAP days with cost recorded","SendingProvider","RNK","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RNN","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RNU","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RP1","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RP7","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RPG","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RQY","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RR7","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RRD","","","0.25"
"Percentage of OAP days with cost recorded","SendingProvider","RRE","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RRP","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RT1","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RT2","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RT5","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RTF","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RTQ","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RTV","","","0.77"
"Percentage of OAP days with cost recorded","SendingProvider","RV3","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RV5","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RV9","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RVN","","","0.31"
"Percentage of OAP days with cost recorded","SendingProvider","RW1","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RW3","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RW4","","","0.53"
"Percentage of OAP days with cost recorded","SendingProvider","RW5","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RWK","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RWN","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RWR","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RWV","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RWX","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RX2","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RX3","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RX4","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RXA","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RXE","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RXG","","","0.28"
"Percentage of OAP days with cost recorded","SendingProvider","RXL","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RXM","","","0.85"
"Percentage of OAP days with cost recorded","SendingProvider","RXT","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RXV","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RXX","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","RXY","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RY6","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RY8","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RYG","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RYK","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","RYW","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","TAD","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","TAE","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","TAF","","","1"
"Percentage of OAP days with cost recorded","SendingProvider","TAH","","","*"
"Percentage of OAP days with cost recorded","SendingProvider","TAJ","","","*"
"OAPs started in period","England","","","","678"
"OAPs started in period","BedType","England","","","678"
"OAPs started in period","BedType","10","","","499"
"OAPs started in period","BedType","11","","","42"
"OAPs started in period","BedType","12","","","137"
"OAPs started in period","Ccg","England","","","678"
"OAPs started in period","Ccg","00C","","","5"
"OAPs started in period","Ccg","00D","","","5"
"OAPs started in period","Ccg","00J","","","*"
"OAPs started in period","Ccg","00K","","","5"
"OAPs started in period","Ccg","00L","","","*"
"OAPs started in period","Ccg","00M","","","5"
"OAPs started in period","Ccg","00N","","","*"
"OAPs started in period","Ccg","00P","","","*"
"OAPs started in period","Ccg","00Q","","","10"
"OAPs started in period","Ccg","00R","","","*"
"OAPs started in period","Ccg","00T","","","*"
"OAPs started in period","Ccg","00V","","","*"
"OAPs started in period","Ccg","00W","","","15"
"OAPs started in period","Ccg","00X","","","*"
"OAPs started in period","Ccg","00Y","","","*"
"OAPs started in period","Ccg","01A","","","10"
"OAPs started in period","Ccg","01C","","","*"
"OAPs started in period","Ccg","01D","","","*"
"OAPs started in period","Ccg","01E","","","*"
"OAPs started in period","Ccg","01F","","","*"
"OAPs started in period","Ccg","01G","","","*"
"OAPs started in period","Ccg","01H","","","*"
"OAPs started in period","Ccg","01J","","","*"
"OAPs started in period","Ccg","01K","","","*"
